incident_id,timestamp,tool_id,product_id,line_id,input_units,good_units,scrap_units,rework_units,planned_minutes,downtime_minutes,unit_cost_proxy,unit_price_proxy,downtime_cost_per_min,event_type,event_note
INC-ALPHA-2026-01,2026-01-13T21:38:00Z,TOOL-02,PROD-D2,LINE-2,198,150,29,19,212,40,6.25,11.43,19.93,maintenance_hold,Maintenance team performed emergency seal replacement on vacuum pump
INC-ALPHA-2026-01,2026-01-14T01:25:00Z,TOOL-09,PROD-D2,LINE-2,201,187,6,8,223,8,5.33,9.05,20.3,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-14T05:19:00Z,TOOL-04,PROD-C1,LINE-3,161,151,8,2,98,7,3.42,5.15,9.56,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-14T07:16:00Z,TOOL-08,PROD-D1,LINE-1,132,123,6,3,209,0,5.78,10.66,13.89,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-14T10:56:00Z,TOOL-07,PROD-F4,LINE-4,217,201,10,6,214,7,3.94,6.5,16.63,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-14T14:44:00Z,TOOL-12,PROD-B1,LINE-4,112,103,6,3,160,0,1.92,6.86,26.54,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-14T17:38:00Z,TOOL-06,PROD-B2,LINE-4,163,152,4,7,131,13,2.76,3.98,4.5,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-14T19:58:00Z,TOOL-11,PROD-A2,LINE-1,87,81,5,1,65,4,2.69,7.36,6.97,quality_hold,Hold placed on output pending incoming material re-inspection
INC-ALPHA-2026-01,2026-01-14T21:13:00Z,TOOL-06,PROD-B1,LINE-5,235,213,13,9,101,9,2.04,3.23,12.11,micro_stop,Minor sensor trigger caused momentary line hold
INC-ALPHA-2026-01,2026-01-14T23:08:00Z,TOOL-12,PROD-B2,LINE-1,231,213,10,8,86,9,5.75,9.7,7.15,sensor_fault,Pressure sensor reported intermittent fault during this production run
INC-ALPHA-2026-01,2026-01-15T00:47:00Z,TOOL-09,PROD-D1,LINE-3,97,92,3,2,167,15,2.03,11.65,20.53,calibration_drift,Bonder force calibration drift detected during quality sample check
INC-ALPHA-2026-01,2026-01-15T03:40:00Z,TOOL-07,PROD-B1,LINE-5,149,137,6,6,183,14,3.68,9.9,10.98,calibration_drift,Sensor reading drifted outside control limit during mid-run
INC-ALPHA-2026-01,2026-01-15T06:53:00Z,TOOL-08,PROD-B2,LINE-4,225,211,9,5,67,15,5.75,7.3,9.52,material_shortage,Material shortage traced to late supplier delivery this morning
INC-ALPHA-2026-01,2026-01-15T08:10:00Z,TOOL-10,PROD-F2,LINE-3,222,210,2,10,81,7,5.1,8.73,23.71,micro_stop,Tool head contact check caused brief unplanned stoppage
INC-ALPHA-2026-01,2026-01-15T09:48:00Z,TOOL-08,PROD-F3,LINE-1,103,99,2,2,122,9,4.82,7.79,18.39,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-15T12:09:00Z,TOOL-06,PROD-C2,LINE-4,149,144,3,2,109,10,2.1,7.82,23.82,normal_run,Steady throughput observed across the full planned window
INC-ALPHA-2026-01,2026-01-15T14:15:00Z,TOOL-05,PROD-F2,LINE-5,214,196,8,10,109,9,2.64,4.73,4.37,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-15T16:07:00Z,TOOL-01,PROD-E1,LINE-3,112,104,4,4,86,0,4.37,8.22,15.45,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-15T17:43:00Z,TOOL-08,PROD-A2,LINE-1,182,170,6,6,235,1,2.26,10.3,28.68,normal_run,Steady throughput observed across the full planned window
INC-ALPHA-2026-01,2026-01-15T21:43:00Z,TOOL-09,PROD-F3,LINE-4,235,218,9,8,193,12,3.75,7.68,26.36,sensor_fault,Temperature sensor gave erratic readings triggering automated hold
INC-ALPHA-2026-01,2026-01-16T01:16:00Z,TOOL-10,PROD-A1,LINE-5,105,98,6,1,114,8,4.8,6.35,8.52,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-16T03:25:00Z,TOOL-08,PROD-F2,LINE-5,200,193,4,3,240,9,5.01,8.46,21.87,maintenance_hold,Overdue PM completed resulting in extended planned downtime hold
INC-ALPHA-2026-01,2026-01-16T07:45:00Z,TOOL-11,PROD-F3,LINE-2,188,161,17,10,98,37,5.63,6.55,8.31,changeover_delay,Changeover held pending engineering sign-off on first article
INC-ALPHA-2026-01,2026-01-16T09:43:00Z,TOOL-05,PROD-D2,LINE-1,199,184,8,7,129,15,3.69,8.86,27.12,changeover_delay,Tool change required additional verification before restart
INC-ALPHA-2026-01,2026-01-16T12:02:00Z,TOOL-01,PROD-A2,LINE-2,227,217,8,2,232,8,4.38,10.31,8.55,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-16T16:04:00Z,TOOL-03,PROD-E2,LINE-4,205,189,11,5,164,10,3.11,4.49,8.18,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-16T18:59:00Z,TOOL-11,PROD-D1,LINE-5,89,85,2,2,142,3,6.35,8.93,17.38,sensor_fault,Flow sensor reported out-of-range value requiring manual verification
INC-ALPHA-2026-01,2026-01-16T21:40:00Z,TOOL-08,PROD-D1,LINE-1,128,103,16,9,187,60,3.71,4.61,10.94,micro_stop,Short stop for label verification on outgoing pallet
INC-ALPHA-2026-01,2026-01-17T01:03:00Z,TOOL-12,PROD-D2,LINE-1,87,80,5,2,121,5,3.05,3.67,14.61,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-17T03:09:00Z,TOOL-08,PROD-A2,LINE-2,207,192,11,4,240,8,3.58,7.9,16.28,normal_run,Steady throughput observed across the full planned window
INC-ALPHA-2026-01,2026-01-17T07:23:00Z,TOOL-04,PROD-E2,LINE-5,114,106,6,2,166,10,6.17,9.38,25.33,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-17T10:29:00Z,TOOL-10,PROD-F1,LINE-4,118,112,3,3,145,12,3.78,6.76,8.9,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-ALPHA-2026-01,2026-01-17T13:08:00Z,TOOL-04,PROD-F4,LINE-4,91,87,2,2,157,12,6.44,10.95,20.95,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-17T15:51:00Z,TOOL-09,PROD-E2,LINE-3,105,98,5,2,194,14,1.58,4.3,26.64,sensor_fault,Pressure sensor reported intermittent fault during this production run
INC-ALPHA-2026-01,2026-01-17T19:22:00Z,TOOL-05,PROD-C2,LINE-5,181,167,7,7,232,12,6.27,10.05,27.07,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-17T23:17:00Z,TOOL-10,PROD-A2,LINE-2,153,114,27,12,171,26,5.3,10.16,6.61,micro_stop,Short stop for label verification on outgoing pallet
INC-ALPHA-2026-01,2026-01-18T02:10:00Z,TOOL-01,PROD-C2,LINE-1,155,147,4,4,122,13,4.33,10.51,8.42,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-18T04:26:00Z,TOOL-10,PROD-F1,LINE-2,207,193,11,3,178,8,3.8,9.43,27.37,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-18T07:43:00Z,TOOL-03,PROD-A2,LINE-4,168,156,9,3,168,8,3.78,6.61,29.98,calibration_drift,Sensor reading drifted outside control limit during mid-run
INC-ALPHA-2026-01,2026-01-18T10:40:00Z,TOOL-07,PROD-E2,LINE-3,227,214,5,8,65,12,2.87,8.25,21.83,changeover_delay,Fixture swap took longer than standard changeover time
INC-ALPHA-2026-01,2026-01-18T12:02:00Z,TOOL-05,PROD-F3,LINE-2,235,220,11,4,108,8,4.89,10.16,21.14,calibration_drift,Bonder force calibration drift detected during quality sample check
INC-ALPHA-2026-01,2026-01-18T13:55:00Z,TOOL-11,PROD-F1,LINE-1,159,151,7,1,153,4,1.95,5.66,23.43,normal_run,Steady throughput observed across the full planned window
INC-ALPHA-2026-01,2026-01-18T16:47:00Z,TOOL-06,PROD-E1,LINE-5,149,139,7,3,183,9,5.23,7.85,6.99,quality_hold,Quality hold issued after visual defect found during sampling
INC-ALPHA-2026-01,2026-01-18T19:59:00Z,TOOL-11,PROD-F2,LINE-4,222,207,6,9,63,8,4.18,8.01,21.49,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-ALPHA-2026-01,2026-01-18T21:16:00Z,TOOL-11,PROD-C2,LINE-1,139,131,4,4,203,10,6.08,7.78,5.64,calibration_drift,Bonder force calibration drift detected during quality sample check
INC-ALPHA-2026-01,2026-01-19T00:50:00Z,TOOL-11,PROD-D1,LINE-1,115,113,1,1,186,3,1.99,10.99,7.53,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-19T04:15:00Z,TOOL-07,PROD-E2,LINE-2,186,171,7,8,217,13,6.2,8.18,21.95,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-19T08:01:00Z,TOOL-06,PROD-A2,LINE-3,219,200,12,7,75,12,2.88,11.73,28.67,calibration_drift,Sensor reading drifted outside control limit during mid-run
INC-ALPHA-2026-01,2026-01-19T09:24:00Z,TOOL-11,PROD-F1,LINE-5,85,83,1,1,92,6,1.84,9.89,9.39,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-19T11:05:00Z,TOOL-06,PROD-F3,LINE-2,232,220,2,10,97,4,4.2,10.53,6.86,calibration_drift,Calibration check triggered after consecutive out-of-spec readings
INC-ALPHA-2026-01,2026-01-19T12:44:00Z,TOOL-06,PROD-F3,LINE-2,230,221,6,3,73,4,5.21,9.02,23.39,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-19T14:10:00Z,TOOL-09,PROD-E2,LINE-1,195,180,6,9,71,9,3.79,11.72,5.58,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-19T15:36:00Z,TOOL-11,PROD-A2,LINE-4,193,189,2,2,215,4,1.83,5.48,20.46,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-19T19:25:00Z,TOOL-10,PROD-E1,LINE-3,196,185,6,5,239,3,5.76,10,23.99,changeover_delay,Product changeover delayed by missing tooling in staging area
INC-ALPHA-2026-01,2026-01-19T23:39:00Z,TOOL-08,PROD-B2,LINE-4,166,154,8,4,84,10,3.63,9.36,13.73,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-20T01:07:00Z,TOOL-02,PROD-F4,LINE-1,103,96,3,4,155,4,4.28,9.01,18.6,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-20T03:57:00Z,TOOL-06,PROD-F4,LINE-4,93,85,5,3,150,3,4.39,6.4,21.08,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-20T06:40:00Z,TOOL-09,PROD-C2,LINE-1,151,140,5,6,203,0,4.54,9.62,22.03,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-20T10:14:00Z,TOOL-06,PROD-C2,LINE-1,126,116,6,4,162,2,2.21,8.7,4.8,changeover_delay,Product changeover delayed by missing tooling in staging area
INC-ALPHA-2026-01,2026-01-20T13:10:00Z,TOOL-07,PROD-D2,LINE-3,120,113,3,4,205,2,5.92,7.29,23.62,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-20T16:45:00Z,TOOL-08,PROD-F1,LINE-4,204,191,8,5,115,3,3.23,4.65,21.63,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-20T18:51:00Z,TOOL-01,PROD-B2,LINE-4,233,227,2,4,114,4,5.32,7.61,7.12,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-20T20:52:00Z,TOOL-03,PROD-D1,LINE-5,138,129,4,5,150,2,3.49,9.93,15.34,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-20T23:34:00Z,TOOL-10,PROD-D1,LINE-5,183,171,8,4,89,12,1.6,5.92,24.83,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-21T01:16:00Z,TOOL-02,PROD-D1,LINE-1,142,135,4,3,80,12,5.85,10.56,9.76,changeover_delay,Fixture swap took longer than standard changeover time
INC-ALPHA-2026-01,2026-01-21T02:54:00Z,TOOL-11,PROD-A2,LINE-5,210,198,4,8,149,4,2.68,4.47,9.13,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-21T05:27:00Z,TOOL-03,PROD-F3,LINE-4,198,182,9,7,174,10,5.82,9.88,7.92,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-21T08:32:00Z,TOOL-05,PROD-E2,LINE-1,170,161,6,3,175,1,1.78,10.49,6,calibration_drift,Sensor reading drifted outside control limit during mid-run
INC-ALPHA-2026-01,2026-01-21T11:45:00Z,TOOL-07,PROD-D2,LINE-5,221,201,12,8,70,14,6.05,9.67,8.89,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-21T13:01:00Z,TOOL-01,PROD-D2,LINE-1,167,156,9,2,225,5,1.7,9.37,29.77,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-21T16:53:00Z,TOOL-06,PROD-C2,LINE-3,179,170,5,4,213,1,5.45,9.87,5.71,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-21T20:40:00Z,TOOL-05,PROD-C1,LINE-5,118,112,3,3,96,11,3.05,9.09,21.22,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-21T22:20:00Z,TOOL-05,PROD-E1,LINE-4,164,150,8,6,235,2,4.73,8.1,13.41,normal_run,Steady throughput observed across the full planned window
INC-ALPHA-2026-01,2026-01-22T02:23:00Z,TOOL-06,PROD-F3,LINE-4,129,110,13,6,79,38,5.72,6.8,24.04,quality_hold,Quality team initiated hold after customer complaint review opened
INC-ALPHA-2026-01,2026-01-22T03:45:00Z,TOOL-11,PROD-C2,LINE-5,113,108,4,1,106,5,5.11,5.89,13.47,changeover_delay,Recipe load delay extended total changeover beyond target
INC-ALPHA-2026-01,2026-01-22T05:42:00Z,TOOL-12,PROD-F3,LINE-4,139,131,5,3,180,6,3.34,11.57,29.6,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-22T08:56:00Z,TOOL-09,PROD-E1,LINE-4,121,110,6,5,95,8,1.76,7.33,13.65,maintenance_hold,Overdue PM completed resulting in extended planned downtime hold
INC-ALPHA-2026-01,2026-01-22T10:49:00Z,TOOL-02,PROD-C1,LINE-1,121,114,2,5,97,13,1.96,11.19,25.23,maintenance_hold,Scheduled preventive maintenance performed during production window
INC-ALPHA-2026-01,2026-01-22T12:41:00Z,TOOL-01,PROD-D1,LINE-5,175,164,3,8,155,7,1.64,11.38,25.82,micro_stop,Micro stop logged during transition between product lots
INC-ALPHA-2026-01,2026-01-22T15:22:00Z,TOOL-03,PROD-A1,LINE-3,200,189,8,3,240,15,3.74,4.28,6.06,normal_run,Nominal output achieved across planned production window
INC-ALPHA-2026-01,2026-01-22T19:28:00Z,TOOL-09,PROD-F2,LINE-5,215,201,6,8,120,9,2.11,5.15,20.61,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-22T21:33:00Z,TOOL-08,PROD-E2,LINE-5,84,79,3,2,96,9,3.65,8.98,10.25,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-22T23:13:00Z,TOOL-09,PROD-C2,LINE-1,214,199,7,8,189,0,3.45,7.73,20.53,sensor_fault,Temperature sensor gave erratic readings triggering automated hold
INC-ALPHA-2026-01,2026-01-23T02:24:00Z,TOOL-06,PROD-F3,LINE-1,168,159,3,6,86,10,2.17,6.17,12.8,micro_stop,Micro stop logged during transition between product lots
INC-ALPHA-2026-01,2026-01-23T04:06:00Z,TOOL-12,PROD-D2,LINE-2,114,109,1,4,177,1,2.97,3.84,9.19,normal_run,No anomalies detected during this run cycle
INC-ALPHA-2026-01,2026-01-23T07:21:00Z,TOOL-07,PROD-F4,LINE-5,201,189,4,8,108,9,3.28,10.2,26.51,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-23T09:22:00Z,TOOL-07,PROD-D1,LINE-4,178,171,4,3,237,15,3.34,10.35,10.93,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-23T13:23:00Z,TOOL-07,PROD-E2,LINE-2,219,211,5,3,143,9,3.03,8.63,15.08,micro_stop,Short stop for label verification on outgoing pallet
INC-ALPHA-2026-01,2026-01-23T16:02:00Z,TOOL-01,PROD-F2,LINE-3,237,219,14,4,74,2,4.86,8.06,17.34,changeover_delay,Product changeover delayed by missing tooling in staging area
INC-ALPHA-2026-01,2026-01-23T17:18:00Z,TOOL-03,PROD-F4,LINE-5,192,188,2,2,225,11,3.31,11.59,4.84,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-23T21:16:00Z,TOOL-06,PROD-D2,LINE-1,226,218,3,5,140,8,2.75,4.24,23.13,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-23T23:55:00Z,TOOL-02,PROD-C1,LINE-3,194,184,4,6,237,15,2.5,4.22,5.93,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-24T04:08:00Z,TOOL-02,PROD-F3,LINE-3,168,156,7,5,134,9,5.76,10.35,28.11,micro_stop,Micro stop logged during transition between product lots
INC-ALPHA-2026-01,2026-01-24T06:35:00Z,TOOL-09,PROD-B2,LINE-1,131,123,6,2,186,0,3.3,8.49,16.15,sensor_fault,Sensor fault cleared after connector reseating by maintenance tech
INC-ALPHA-2026-01,2026-01-24T09:45:00Z,TOOL-02,PROD-C1,LINE-4,202,187,7,8,207,2,2.13,5.85,5.93,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-24T13:25:00Z,TOOL-03,PROD-F4,LINE-5,230,215,4,11,170,1,5.66,9.19,11.91,normal_run,Run completed without interruption or escalation required
INC-ALPHA-2026-01,2026-01-24T16:24:00Z,TOOL-06,PROD-E1,LINE-3,100,95,2,3,201,8,2.13,5.73,17.87,normal_run,Steady throughput observed across the full planned window
INC-ALPHA-2026-01,2026-01-24T20:05:00Z,TOOL-10,PROD-B1,LINE-2,239,220,11,8,204,1,5.63,6.3,5.18,micro_stop,Operator-initiated pause to clear accumulated scrap tray
INC-ALPHA-2026-01,2026-01-24T23:39:00Z,TOOL-11,PROD-B2,LINE-5,186,177,7,2,220,9,4.71,7.26,10.37,material_shortage,Feeder ran dry before scheduled replenishment cycle arrived
INC-ALPHA-2026-01,2026-01-25T03:30:00Z,TOOL-08,PROD-A2,LINE-1,120,114,3,3,112,10,4.53,7.21,22.68,changeover_delay,Setup time exceeded target due to new operator on shift
INC-ALPHA-2026-01,2026-01-25T05:35:00Z,TOOL-07,PROD-B1,LINE-3,211,199,8,4,179,3,2.84,5.49,6.52,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-25T08:49:00Z,TOOL-04,PROD-F4,LINE-2,163,148,9,6,108,5,3.99,8.36,16.97,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-25T10:41:00Z,TOOL-07,PROD-E1,LINE-4,141,136,2,3,72,9,3.97,11.11,21.01,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-25T11:55:00Z,TOOL-02,PROD-D1,LINE-2,147,136,6,5,153,1,3.5,8.56,9.06,normal_run,Production running within all spec parameters today
INC-ALPHA-2026-01,2026-01-25T14:42:00Z,TOOL-09,PROD-D2,LINE-5,151,116,24,11,216,27,2.14,3.87,13.7,sensor_fault,Proximity sensor fault intermittently triggered line safety stop
INC-ALPHA-2026-01,2026-01-25T18:31:00Z,TOOL-03,PROD-B2,LINE-5,210,202,6,2,69,4,5.07,10.74,17.5,normal_run,All quality checks passed within acceptable tolerances
INC-ALPHA-2026-01,2026-01-25T19:46:00Z,TOOL-06,PROD-E2,LINE-3,121,114,3,4,136,10,4.04,8.34,16.74,normal_run,Operator confirmed line stable through end of shift
INC-ALPHA-2026-01,2026-01-25T22:04:00Z,TOOL-06,PROD-C2,LINE-1,186,172,7,7,236,0,4.48,6.84,21.05,sensor_fault,Proximity sensor fault intermittently triggered line safety stop
INC-ALPHA-2026-01,2026-01-26T02:20:00Z,TOOL-04,PROD-F2,LINE-1,229,215,7,7,218,12,2.24,9.13,4.82,quality_hold,Lot placed on quality hold pending dimensional inspection results
INC-ALPHA-2026-01,2026-01-26T06:06:00Z,TOOL-01,PROD-D2,LINE-3,187,177,3,7,165,15,5.86,10.51,5.62,normal_run,Steady throughput observed across the full planned window
